Geneset.Type	Geneset.ID	N.Geneset.Genes
Gene Ontology Biological Process	GO:0032880	966
Gene Ontology Biological Process	GO:0032881	37
Gene Ontology Biological Process	GO:0032885	34
Gene Ontology Biological Process	GO:0032886	155
Gene Ontology Biological Process	GO:0032890	49
Gene Ontology Biological Process	GO:0032891	17
Gene Ontology Biological Process	GO:0032892	29
Gene Ontology Biological Process	GO:0032897	24
Gene Ontology Biological Process	GO:0032922	56
Gene Ontology Biological Process	GO:0032924	39
Gene Ontology Biological Process	GO:0032925	23
Gene Ontology Biological Process	GO:0032928	13
Gene Ontology Biological Process	GO:0032930	10
Gene Ontology Biological Process	GO:0032940	1391
Gene Ontology Biological Process	GO:0032941	39
Gene Ontology Biological Process	GO:0032943	257
Gene Ontology Biological Process	GO:0032944	195
Gene Ontology Biological Process	GO:0032945	64
Gene Ontology Biological Process	GO:0032946	128
Gene Ontology Biological Process	GO:0032956	289
Gene Ontology Biological Process	GO:0032957	10
Gene Ontology Biological Process	GO:0032958	21
Gene Ontology Biological Process	GO:0032963	111
Gene Ontology Biological Process	GO:0032964	36
Gene Ontology Biological Process	GO:0032965	30
Gene Ontology Biological Process	GO:0032967	23
Gene Ontology Biological Process	GO:0032968	14
Gene Ontology Biological Process	GO:0032970	329
Gene Ontology Biological Process	GO:0032981	56
Gene Ontology Biological Process	GO:0032984	266
Gene Ontology Biological Process	GO:0032986	20
Gene Ontology Biological Process	GO:0032988	13
Gene Ontology Biological Process	GO:0032989	991
Gene Ontology Biological Process	GO:0032990	604
Gene Ontology Biological Process	GO:0033002	166
Gene Ontology Biological Process	GO:0033003	38
Gene Ontology Biological Process	GO:0033004	12
Gene Ontology Biological Process	GO:0033005	16
Gene Ontology Biological Process	GO:0033006	29
Gene Ontology Biological Process	GO:0033008	13
Gene Ontology Biological Process	GO:0033013	57
Gene Ontology Biological Process	GO:0033014	27
Gene Ontology Biological Process	GO:0033028	30
Gene Ontology Biological Process	GO:0033032	25
Gene Ontology Biological Process	GO:0033033	13
Gene Ontology Biological Process	GO:0033036	2859
Gene Ontology Biological Process	GO:0033043	1156
Gene Ontology Biological Process	GO:0033044	288
Gene Ontology Biological Process	GO:0033045	64
Gene Ontology Biological Process	GO:0033046	34
Gene Ontology Biological Process	GO:0033047	53
Gene Ontology Biological Process	GO:0033048	32
Gene Ontology Biological Process	GO:0033059	51
Gene Ontology Biological Process	GO:0033077	68
Gene Ontology Biological Process	GO:0033081	24
Gene Ontology Biological Process	GO:0033089	11
Gene Ontology Biological Process	GO:0033108	83
Gene Ontology Biological Process	GO:0033119	25
Gene Ontology Biological Process	GO:0033120	28
Gene Ontology Biological Process	GO:0033127	13
Gene Ontology Biological Process	GO:0033135	124
Gene Ontology Biological Process	GO:0033137	26
Gene Ontology Biological Process	GO:0033138	92
Gene Ontology Biological Process	GO:0033139	23
Gene Ontology Biological Process	GO:0033141	21
Gene Ontology Biological Process	GO:0033143	67
Gene Ontology Biological Process	GO:0033144	32
Gene Ontology Biological Process	GO:0033145	16
Gene Ontology Biological Process	GO:0033146	33
Gene Ontology Biological Process	GO:0033147	14
Gene Ontology Biological Process	GO:0033148	10
Gene Ontology Biological Process	GO:0033151	14
Gene Ontology Biological Process	GO:0033157	373
Gene Ontology Biological Process	GO:0033158	19
Gene Ontology Biological Process	GO:0033160	12
Gene Ontology Biological Process	GO:0033169	11
Gene Ontology Biological Process	GO:0033173	24
Gene Ontology Biological Process	GO:0033189	17
Gene Ontology Biological Process	GO:0033194	16
Gene Ontology Biological Process	GO:0033197	12
Gene Ontology Biological Process	GO:0033198	31
Gene Ontology Biological Process	GO:0033209	167
Gene Ontology Biological Process	GO:0033233	21
Gene Ontology Biological Process	GO:0033234	10
Gene Ontology Biological Process	GO:0033235	11
Gene Ontology Biological Process	GO:0033238	78
Gene Ontology Biological Process	GO:0033260	29
Gene Ontology Biological Process	GO:0033262	13
Gene Ontology Biological Process	GO:0033273	90
Gene Ontology Biological Process	GO:0033275	39
Gene Ontology Biological Process	GO:0033280	35
Gene Ontology Biological Process	GO:0033327	10
Gene Ontology Biological Process	GO:0033344	40
Gene Ontology Biological Process	GO:0033363	31
Gene Ontology Biological Process	GO:0033365	912
Gene Ontology Biological Process	GO:0033500	213
Gene Ontology Biological Process	GO:0033522	19
Gene Ontology Biological Process	GO:0033523	10
Gene Ontology Biological Process	GO:0033540	13
Gene Ontology Biological Process	GO:0033554	1811
Gene Ontology Biological Process	GO:0033555	68
Gene Ontology Biological Process	GO:0033559	99
Gene Ontology Biological Process	GO:0033561	22
Gene Ontology Biological Process	GO:0033572	35
Gene Ontology Biological Process	GO:0033574	43
Gene Ontology Biological Process	GO:0033598	27
Gene Ontology Biological Process	GO:0033599	17
Gene Ontology Biological Process	GO:0033604	12
Gene Ontology Biological Process	GO:0033605	12
Gene Ontology Biological Process	GO:0033617	15
Gene Ontology Biological Process	GO:0033619	56
Gene Ontology Biological Process	GO:0033622	18
Gene Ontology Biological Process	GO:0033623	10
Gene Ontology Biological Process	GO:0033627	55
Gene Ontology Biological Process	GO:0033628	39
Gene Ontology Biological Process	GO:0033630	17
Gene Ontology Biological Process	GO:0033631	12
Gene Ontology Biological Process	GO:0033673	257
Gene Ontology Biological Process	GO:0033674	511
Gene Ontology Biological Process	GO:0033683	39
Gene Ontology Biological Process	GO:0033687	26
Gene Ontology Biological Process	GO:0033688	23
Gene Ontology Biological Process	GO:0033690	11
Gene Ontology Biological Process	GO:0033692	60
Gene Ontology Biological Process	GO:0033700	12
Gene Ontology Biological Process	GO:0033750	12
Gene Ontology Biological Process	GO:0033753	12
Gene Ontology Biological Process	GO:0033762	48
Gene Ontology Biological Process	GO:0033865	33
Gene Ontology Biological Process	GO:0033866	16
Gene Ontology Biological Process	GO:0033875	33
Gene Ontology Biological Process	GO:0033962	20
Gene Ontology Biological Process	GO:0033993	874
Gene Ontology Biological Process	GO:0034030	16
Gene Ontology Biological Process	GO:0034032	33
Gene Ontology Biological Process	GO:0034033	16
Gene Ontology Biological Process	GO:0034035	19
Gene Ontology Biological Process	GO:0034058	10
Gene Ontology Biological Process	GO:0034063	10
Gene Ontology Biological Process	GO:0034067	32
Gene Ontology Biological Process	GO:0034080	42
Gene Ontology Biological Process	GO:0034086	11
Gene Ontology Biological Process	GO:0034088	11
Gene Ontology Biological Process	GO:0034097	814
Gene Ontology Biological Process	GO:0034101	104
Gene Ontology Biological Process	GO:0034103	66
Gene Ontology Biological Process	GO:0034104	19
Gene Ontology Biological Process	GO:0034105	26
Gene Ontology Biological Process	GO:0034109	73
Gene Ontology Biological Process	GO:0034110	23
Gene Ontology Biological Process	GO:0034111	13
Gene Ontology Biological Process	GO:0034113	49
Gene Ontology Biological Process	GO:0034114	20
Gene Ontology Biological Process	GO:0034116	12
Gene Ontology Biological Process	GO:0034121	51
Gene Ontology Biological Process	GO:0034122	31
Gene Ontology Biological Process	GO:0034123	18
Gene Ontology Biological Process	GO:0034134	11
Gene Ontology Biological Process	GO:0034138	16
Gene Ontology Biological Process	GO:0034142	30
Gene Ontology Biological Process	GO:0034143	16
Gene Ontology Biological Process	GO:0034162	19
Gene Ontology Biological Process	GO:0034198	37
Gene Ontology Biological Process	GO:0034199	17
Gene Ontology Biological Process	GO:0034204	23
Gene Ontology Biological Process	GO:0034205	16
Gene Ontology Biological Process	GO:0034219	28
Gene Ontology Biological Process	GO:0034220	1039
Gene Ontology Biological Process	GO:0034243	24
Gene Ontology Biological Process	GO:0034244	10
Gene Ontology Biological Process	GO:0034248	384
Gene Ontology Biological Process	GO:0034249	167
Gene Ontology Biological Process	GO:0034250	123
Gene Ontology Biological Process	GO:0034260	43
Gene Ontology Biological Process	GO:0034284	187
Gene Ontology Biological Process	GO:0034308	54
Gene Ontology Biological Process	GO:0034310	15
Gene Ontology Biological Process	GO:0034311	11
Gene Ontology Biological Process	GO:0034314	36
Gene Ontology Biological Process	GO:0034315	16
Gene Ontology Biological Process	GO:0034329	194
Gene Ontology Biological Process	GO:0034330	250
Gene Ontology Biological Process	GO:0034332	120
Gene Ontology Biological Process	GO:0034333	80
Gene Ontology Biological Process	GO:0034340	85
Gene Ontology Biological Process	GO:0034341	160
Gene Ontology Biological Process	GO:0034349	15
Gene Ontology Biological Process	GO:0034356	14
Gene Ontology Biological Process	GO:0034367	25
Gene Ontology Biological Process	GO:0034368	25
Gene Ontology Biological Process	GO:0034369	25
Gene Ontology Biological Process	GO:0034370	11
Gene Ontology Biological Process	GO:0034372	11
Gene Ontology Biological Process	GO:0034374	12
Gene Ontology Biological Process	GO:0034375	15
Gene Ontology Biological Process	GO:0034377	20
Gene Ontology Biological Process	GO:0034380	10
Gene Ontology Biological Process	GO:0034381	33
Gene Ontology Biological Process	GO:0034383	19
Gene Ontology Biological Process	GO:0034389	15
Gene Ontology Biological Process	GO:0034390	15
Gene Ontology Biological Process	GO:0034391	15
Gene Ontology Biological Process	GO:0034394	53
Gene Ontology Biological Process	GO:0034397	16
Gene Ontology Biological Process	GO:0034405	34
Gene Ontology Biological Process	GO:0034433	14
Gene Ontology Biological Process	GO:0034434	14
Gene Ontology Biological Process	GO:0034435	14
Gene Ontology Biological Process	GO:0034440	98
Gene Ontology Biological Process	GO:0034446	82
Gene Ontology Biological Process	GO:0034453	19
Gene Ontology Biological Process	GO:0034470	390
Gene Ontology Biological Process	GO:0034501	16
Gene Ontology Biological Process	GO:0034502	70
Gene Ontology Biological Process	GO:0034504	359
Gene Ontology Biological Process	GO:0034505	22
Gene Ontology Biological Process	GO:0034508	54
Gene Ontology Biological Process	GO:0034587	16
Gene Ontology Biological Process	GO:0034599	247
Gene Ontology Biological Process	GO:0034605	114
Gene Ontology Biological Process	GO:0034612	288
Gene Ontology Biological Process	GO:0034613	1735
Gene Ontology Biological Process	GO:0034614	147
Gene Ontology Biological Process	GO:0034616	14
Gene Ontology Biological Process	GO:0034620	130
Gene Ontology Biological Process	GO:0034622	997
Gene Ontology Biological Process	GO:0034629	28
Gene Ontology Biological Process	GO:0034637	74
Gene Ontology Biological Process	GO:0034641	6394
Gene Ontology Biological Process	GO:0034643	17
Gene Ontology Biological Process	GO:0034644	71
Gene Ontology Biological Process	GO:0034645	4977
Gene Ontology Biological Process	GO:0034654	4352
Gene Ontology Biological Process	GO:0034655	373
Gene Ontology Biological Process	GO:0034660	554
Gene Ontology Biological Process	GO:0034661	23
Gene Ontology Biological Process	GO:0034694	30
Gene Ontology Biological Process	GO:0034695	24
Gene Ontology Biological Process	GO:0034698	28
Gene Ontology Biological Process	GO:0034723	32
Gene Ontology Biological Process	GO:0034724	54
Gene Ontology Biological Process	GO:0034728	171
Gene Ontology Biological Process	GO:0034754	111
Gene Ontology Biological Process	GO:0034755	11
Gene Ontology Biological Process	GO:0034762	422
Gene Ontology Biological Process	GO:0034763	82
Gene Ontology Biological Process	GO:0034764	118
Gene Ontology Biological Process	GO:0034765	407
Gene Ontology Biological Process	GO:0034766	76
Gene Ontology Biological Process	GO:0034767	112
Gene Ontology Biological Process	GO:0034770	10
Gene Ontology Biological Process	GO:0034776	11
Gene Ontology Biological Process	GO:0034968	106
Gene Ontology Biological Process	GO:0034969	11
Gene Ontology Biological Process	GO:0034975	14
Gene Ontology Biological Process	GO:0034976	263
Gene Ontology Biological Process	GO:0034982	10
Gene Ontology Biological Process	GO:0035019	72
Gene Ontology Biological Process	GO:0035020	12
Gene Ontology Biological Process	GO:0035023	125
Gene Ontology Biological Process	GO:0035024	17
Gene Ontology Biological Process	GO:0035025	26
Gene Ontology Biological Process	GO:0035036	46
Gene Ontology Biological Process	GO:0035050	74
Gene Ontology Biological Process	GO:0035051	121
Gene Ontology Biological Process	GO:0035065	51
Gene Ontology Biological Process	GO:0035066	29
Gene Ontology Biological Process	GO:0035067	16
Gene Ontology Biological Process	GO:0035082	53
Gene Ontology Biological Process	GO:0035088	38
Gene Ontology Biological Process	GO:0035089	11
Gene Ontology Biological Process	GO:0035090	12
Gene Ontology Biological Process	GO:0035094	47
Gene Ontology Biological Process	GO:0035107	145
Gene Ontology Biological Process	GO:0035108	145
Gene Ontology Biological Process	GO:0035112	14
Gene Ontology Biological Process	GO:0035113	125
Gene Ontology Biological Process	GO:0035115	31
Gene Ontology Biological Process	GO:0035116	28
Gene Ontology Biological Process	GO:0035136	39
Gene Ontology Biological Process	GO:0035137	36
Gene Ontology Biological Process	GO:0035148	142
Gene Ontology Biological Process	GO:0035150	134
Gene Ontology Biological Process	GO:0035162	22
Gene Ontology Biological Process	GO:0035176	48
Gene Ontology Biological Process	GO:0035194	64
Gene Ontology Biological Process	GO:0035195	60
Gene Ontology Biological Process	GO:0035196	34
Gene Ontology Biological Process	GO:0035235	26
Gene Ontology Biological Process	GO:0035239	346
Gene Ontology Biological Process	GO:0035246	11
Gene Ontology Biological Process	GO:0035249	75
Gene Ontology Biological Process	GO:0035264	142
Gene Ontology Biological Process	GO:0035265	143
Gene Ontology Biological Process	GO:0035268	22
Gene Ontology Biological Process	GO:0035269	15
Gene Ontology Biological Process	GO:0035270	124
Gene Ontology Biological Process	GO:0035272	48
Gene Ontology Biological Process	GO:0035278	13
Gene Ontology Biological Process	GO:0035282	96
Gene Ontology Biological Process	GO:0035295	573
Gene Ontology Biological Process	GO:0035296	125
Gene Ontology Biological Process	GO:0035303	139
Gene Ontology Biological Process	GO:0035304	65
Gene Ontology Biological Process	GO:0035305	79
Gene Ontology Biological Process	GO:0035306	46
Gene Ontology Biological Process	GO:0035307	34
Gene Ontology Biological Process	GO:0035308	23
Gene Ontology Biological Process	GO:0035313	17
Gene Ontology Biological Process	GO:0035315	39
Gene Ontology Biological Process	GO:0035329	35
Gene Ontology Biological Process	GO:0035335	99
Gene Ontology Biological Process	GO:0035336	48
Gene Ontology Biological Process	GO:0035337	51
Gene Ontology Biological Process	GO:0035338	44
Gene Ontology Biological Process	GO:0035357	20
Gene Ontology Biological Process	GO:0035358	12
Gene Ontology Biological Process	GO:0035376	10
Gene Ontology Biological Process	GO:0035383	98
